name,graduation_rate,median_salary,student_faculty_ratio,students_with_aid,out_of_pocket_cost,startclass_rank,acceptance_rate,sat,address_short,tution,num_students,college_id,slug,twitter_id
University of Puerto Rico-Bayamon,45%,,23:1,78%,"$4,018 USD",,24.3%,1815,"Bayamon, Puerto Rico",1815,"4,965",4731,University-of-Puerto-Rico-Bayamon,
University of Puerto Rico-Arecibo,43%,,22:1,89%,"$5,347 USD",,88.9%,879,"Arecibo, Puerto Rico",879,"3,923",4730,University-of-Puerto-Rico-Arecibo,
University of Puerto Rico-Aguadilla,35%,,25:1,87%,"$2,099 USD",,78.8%,1534,"Ramey, Puerto Rico",1534,"3,158",4729,University-of-Puerto-Rico-Aguadilla,
University of Portland,75%,"$53,800 USD",14:1,98%,"$31,880 USD",239,62.0%,1792,"Portland, Oregon",1792,"4,338",3537,University-of-Portland,
University of Pittsburgh-Pittsburgh Campus,80%,"$48,800 USD",15:1,78%,"$24,311 USD",169,53.9%,1885,"Pittsburgh, Pennsylvania",1885,"28,649",3768,University-of-Pittsburgh-Pittsburgh-Campus,
University of Pittsburgh-Johnstown,55%,"$48,800 USD",20:1,92%,"$17,771 USD",,81.0%,1490,"Johnstown, Pennsylvania",1490,"2,816",3767,University-of-Pittsburgh-Johnstown,
University of Pittsburgh-Greensburg,53%,"$48,800 USD",18:1,92%,"$16,276 USD",,71.5%,1507,"Greensburg, Pennsylvania",1507,"1,562",3766,University-of-Pittsburgh-Greensburg,
University of Pittsburgh-Bradford,54%,"$48,800 USD",17:1,95%,"$16,544 USD",,63.0%,1445,"Bradford, Pennsylvania",1445,"1,453",3765,University-of-Pittsburgh-Bradford,
University of Pikeville,29%,"$28,100 USD",15:1,100%,"$17,653 USD",,100.0%,1305,"Pikeville, Kentucky",1305,"2,531",1641,University-of-Pikeville,
University of Phoenix-Wisconsin,15%,"$51,100 USD",7:1,,,,,,"Milwaukee, Wisconsin",,,6194,University-of-Phoenix-Wisconsin,
University of Phoenix-Washington DC,0%,"$51,100 USD",11:1,100%,"$20,059 USD",,,,"Washington, District of Columbia",,,7013,University-of-Phoenix-Washington-DC,
University of Phoenix-Washington,19%,"$51,100 USD",13:1,100%,"$19,123 USD",,,,"Tukwila, Washington",,,5913,University-of-Phoenix-Washington,
University of Phoenix-Virginia,11%,,9:1,75%,"$15,117 USD",,,,"Glen Allen, Virginia",,,9016,University-of-Phoenix-Virginia,
University of Phoenix-Utah,20%,"$51,100 USD",10:1,75%,"$20,063 USD",,,,"Salt Lake City, Utah",,,5232,University-of-Phoenix-Utah,
University of Phoenix-Texas,16%,,15:1,90%,"$18,843 USD",,,,"Houston, Texas",,,9015,University-of-Phoenix-Texas,
University of Phoenix-Tennessee,16%,,11:1,87%,,,,,"Nashville, Tennessee",,,9014,University-of-Phoenix-Tennessee,
University of Phoenix-South Carolina,13%,"$51,100 USD",10:1,0%,,,,,"Columbia, South Carolina",,,6852,University-of-Phoenix-South-Carolina,
University of Phoenix-Puerto Rico,22%,"$51,100 USD",7:1,100%,,,,,"Guaynabo, Puerto Rico",,,5262,University-of-Phoenix-Puerto-Rico,
University of Phoenix-Pennsylvania,8%,,8:1,94%,"$16,871 USD",,,,"Philadelphia, Pennsylvania",,,9017,University-of-Phoenix-Pennsylvania,
University of Phoenix-Oregon,20%,"$51,100 USD",7:1,,,,,,"Tigard, Oregon",,,5915,University-of-Phoenix-Oregon,
University of Phoenix-Oklahoma,16%,,5:1,,,,,,"Oklahoma City, Oklahoma",,,9013,University-of-Phoenix-Oklahoma,
University of Phoenix-Ohio,22%,"$51,100 USD",9:1,100%,,,,,"Beachwood, Ohio",,,6112,University-of-Phoenix-Ohio,
University of Phoenix-North Carolina,14%,,9:1,75%,"$17,452 USD",,,,"Charlotte, North Carolina",,,9012,University-of-Phoenix-North-Carolina,
University of Phoenix-New Mexico,26%,"$51,100 USD",10:1,100%,"$17,722 USD",,,,"Albuquerque, New Mexico",,,5418,University-of-Phoenix-New-Mexico,
University of Phoenix-New Jersey,7%,"$51,100 USD",8:1,100%,"$19,166 USD",,,,"Jersey City, New Jersey",,,6564,University-of-Phoenix-New-Jersey,
University of Phoenix-Nevada,21%,,13:1,96%,"$18,708 USD",,,,"Las Vegas, Nevada",,,9011,University-of-Phoenix-Nevada,
University of Phoenix-Missouri,13%,,8:1,100%,,,,,"Saint Louis, Missouri",,,9010,University-of-Phoenix-Missouri,
University of Phoenix-Mississippi,,"$51,100 USD",7:1,,,,,,"Flowood, Mississippi",,,8710,University-of-Phoenix-Mississippi,
University of Phoenix-Minnesota,11%,"$51,100 USD",5:1,,,,,,"Saint Louis Park, Minnesota",,,6565,University-of-Phoenix-Minnesota,
University of Phoenix-Michigan,14%,,8:1,94%,"$19,362 USD",,,,"Southfield, Michigan",,,9009,University-of-Phoenix-Michigan,
University of Phoenix-Massachusetts,7%,"$51,100 USD",7:1,100%,,,,,"Braintree, Massachusetts",,,6191,University-of-Phoenix-Massachusetts,
University of Phoenix-Maryland,15%,"$51,100 USD",9:1,,,,,,"Columbia, Maryland",,,5986,University-of-Phoenix-Maryland,
University of Phoenix-Louisiana,15%,,8:1,100%,,,,,"Baton Rouge, Louisiana",,,9008,University-of-Phoenix-Louisiana,
University of Phoenix-Kentucky,13%,"$51,100 USD",6:1,,,,,,"Louisville, Kentucky",,,6573,University-of-Phoenix-Kentucky,
University of Phoenix-Iowa,,"$51,100 USD",4:1,,,,,,"Des Moines, Iowa",,,6693,University-of-Phoenix-Iowa,
University of Phoenix-Indiana,9%,"$51,100 USD",6:1,,,,,,"Indianapolis, Indiana",,,6419,University-of-Phoenix-Indiana,
University of Phoenix-Illinois,13%,"$51,100 USD",9:1,91%,"$17,694 USD",,,,"Schaumburg, Illinois",,,6316,University-of-Phoenix-Illinois,
University of Phoenix-Idaho,16%,"$51,100 USD",5:1,100%,,,,,"Meridian, Idaho",,,6195,University-of-Phoenix-Idaho,
University of Phoenix-Hawaii,22%,"$51,100 USD",17:1,79%,"$17,996 USD",,,,"Honolulu, Hawaii",,,5729,University-of-Phoenix-Hawaii,
University of Phoenix-Georgia,16%,,12:1,95%,"$17,580 USD",,,,"Sandy Springs, Georgia",,,9007,University-of-Phoenix-Georgia,
University of Phoenix-Florida,21%,,11:1,75%,"$19,348 USD",,,,"Orlando, Florida",,,9006,University-of-Phoenix-Florida,
University of Phoenix-Connecticut,9%,"$51,100 USD",2:1,,,,,,"Norwalk, Connecticut",,,6876,University-of-Phoenix-Connecticut,
University of Phoenix-Colorado,16%,,11:1,0%,,,,,"Lone Tree, Colorado",,,9005,University-of-Phoenix-Colorado,
University of Phoenix-California,15%,,20:1,94%,"$17,881 USD",,,,"Costa Mesa, California",,,9004,University-of-Phoenix-California,
University of Phoenix-Arkansas,15%,,9:1,,,,,,"Little Rock, Arkansas",,,9003,University-of-Phoenix-Arkansas,
University of Phoenix-Arizona,10%,,36:1,90%,"$17,025 USD",,,,"Tempe, Arizona",,,9002,University-of-Phoenix-Arizona,
University of Phoenix-Alabama,11%,"$51,100 USD",9:1,,,,,,"Birmingham, Alabama",,,7010,University-of-Phoenix-Alabama,
University of Pennsylvania,96%,"$79,700 USD",6:1,58%,"$23,924 USD",10,10.2%,2200,"Philadelphia, Pennsylvania",2200,"24,876",3758,University-of-Pennsylvania,
University of Oregon,67%,"$41,700 USD",19:1,78%,"$15,128 USD",389,74.2%,1672,"Eugene, Oregon",1672,"24,032",3527,University-of-Oregon,
University of Oklahoma-Norman Campus,66%,"$46,700 USD",18:1,87%,"$16,909 USD",391,77.6%,1800,"Norman, Oklahoma",1800,"27,428",3461,University-of-Oklahoma-Norman-Campus,
University of Oklahoma-Health Sciences Center,,"$46,700 USD",8:1,,,,,,"Oklahoma City, Oklahoma",,,3454,University-of-Oklahoma-Health-Sciences-Center,
University of Notre Dame,95%,"$70,100 USD",10:1,66%,"$26,698 USD",18,19.8%,2160,"Notre Dame, Indiana",2160,"12,292",1402,University-of-Notre-Dame,
University of Northwestern-St Paul,65%,"$35,000 USD",18:1,100%,"$24,621 USD",,86.8%,1605,"Saint Paul, Minnesota",1605,"3,493",2202,University-of-Northwestern-St-Paul,
University of Northwestern Ohio,44%,"$36,300 USD",26:1,94%,"$15,096 USD",,,,"Lima, Ohio",,,3335,University-of-Northwestern-Ohio,
University of Northern Iowa,66%,"$42,000 USD",17:1,82%,"$15,133 USD",,79.5%,1485,"Cedar Falls, Iowa",1485,"11,981",1481,University-of-Northern-Iowa,
University of Northern Colorado,46%,"$39,000 USD",18:1,88%,"$12,779 USD",,89.3%,1552,"Greeley, Colorado",1552,"12,216",699,University-of-Northern-Colorado,
University of North Texas at Dallas,,,16:1,90%,"$4,745 USD",,58.4%,1343,"Dallas, Texas",1343,"2,488",9021,University-of-North-Texas-at-Dallas,
University of North Texas,50%,"$42,300 USD",25:1,78%,"$10,202 USD",,70.1%,1642,"Denton, Texas",1642,"37,299",4193,University-of-North-Texas,
University of North Georgia,52%,,21:1,87%,"$10,299 USD",,96.1%,1522,"Dahlonega, Georgia",1522,"17,289",8949,University-of-North-Georgia,
University of North Florida,50%,"$41,100 USD",18:1,80%,"$13,194 USD",,56.6%,1700,"Jacksonville, Florida",1700,"15,675",908,University-of-North-Florida,
University of North Dakota,53%,"$46,400 USD",21:1,88%,"$16,001 USD",,81.9%,1582,"Grand Forks, North Dakota",1582,"14,951",3171,University-of-North-Dakota,
University of North Carolina Wilmington,71%,"$39,400 USD",17:1,69%,"$14,999 USD",284,61.0%,1760,"Wilmington, North Carolina",1760,"14,918",3112,University-of-North-Carolina-Wilmington,
University of North Carolina School of the Arts,60%,"$31,200 USD",6:1,80%,"$13,375 USD",241,34.4%,1650,"Winston-Salem, North Carolina",1650,970,3109,University-of-North-Carolina-School-of-the-Arts,
University of North Carolina at Pembroke,33%,"$32,300 USD",15:1,89%,"$10,613 USD",,74.4%,1340,"Pembroke, North Carolina",1340,"6,441",3115,University-of-North-Carolina-at-Pembroke,
University of North Carolina at Greensboro,55%,"$36,000 USD",17:1,82%,"$9,875 USD",,58.6%,1515,"Greensboro, North Carolina",1515,"19,393",3106,University-of-North-Carolina-at-Greensboro,
University of North Carolina at Charlotte,54%,"$41,500 USD",19:1,74%,"$8,761 USD",,63.3%,1610,"Charlotte, North Carolina",1610,"27,983",3105,University-of-North-Carolina-at-Charlotte,
University of North Carolina at Chapel Hill,90%,"$51,000 USD",14:1,66%,"$10,785 USD",39,30.5%,1970,"Chapel Hill, North Carolina",1970,"29,084",3104,University-of-North-Carolina-at-Chapel-Hill,
University of North Carolina at Asheville,60%,"$34,500 USD",14:1,71%,"$13,890 USD",,78.5%,1715,"Asheville, North Carolina",1715,"3,891",3103,University-of-North-Carolina-at-Asheville,
University of North Alabama,35%,"$36,100 USD",21:1,93%,"$10,848 USD",,58.0%,1427,"Florence, Alabama",1427,"7,078",43,University-of-North-Alabama,
University of New Orleans,32%,"$38,200 USD",20:1,92%,"$8,867 USD",,57.7%,1623,"New Orleans, Louisiana",1623,"8,423",1718,University-of-New-Orleans,
University of New Mexico-Main Campus,48%,"$34,900 USD",19:1,96%,"$11,107 USD",,57.9%,1620,"Albuquerque, New Mexico",1620,"27,285",2664,University-of-New-Mexico-Main-Campus,
University of New Haven,55%,"$48,300 USD",16:1,95%,"$30,454 USD",,82.1%,1580,"West Haven, Connecticut",1580,"6,786",761,University-of-New-Haven,
University of New Hampshire-Main Campus,80%,"$47,600 USD",19:1,86%,"$21,995 USD",291,78.6%,1645,"Durham, New Hampshire",1645,"15,351",2530,University-of-New-Hampshire-Main-Campus,
University of New Hampshire at Manchester,67%,"$47,600 USD",13:1,86%,"$15,951 USD",,73.2%,1505,"Manchester, New Hampshire",1505,809,2532,University-of-New-Hampshire-at-Manchester,
University of New England,58%,"$44,500 USD",13:1,100%,"$32,175 USD",,85.1%,1580,"Biddeford, Maine",1580,"7,794",1790,University-of-New-England,
University of Nevada-Reno,51%,"$45,000 USD",22:1,91%,"$15,491 USD",,78.5%,1595,"Reno, Nevada",1595,"20,898",2502,University-of-Nevada-Reno,
University of Nevada-Las Vegas,43%,"$42,800 USD",22:1,88%,"$11,424 USD",,88.4%,1480,"Las Vegas, Nevada",1480,"28,600",2501,University-of-Nevada-Las-Vegas,
University of Nebraska-Lincoln,67%,"$43,500 USD",21:1,93%,"$15,648 USD",482,76.4%,1717,"Lincoln, Nebraska",1717,"25,260",2481,University-of-Nebraska-Lincoln,
University of Nebraska Medical Center,,"$64,200 USD",3:1,,,,,,"Omaha, Nebraska",,,2479,University-of-Nebraska-Medical-Center,
University of Nebraska at Omaha,42%,"$41,700 USD",16:1,88%,"$11,175 USD",,75.9%,1564,"Omaha, Nebraska",1564,"15,526",2476,University-of-Nebraska-at-Omaha,
University of Nebraska at Kearney,53%,"$38,200 USD",14:1,93%,"$14,907 USD",,85.4%,1447,"Kearney, Nebraska",1447,"6,747",2468,University-of-Nebraska-at-Kearney,
University of Mount Union,63%,"$41,900 USD",13:1,100%,"$24,040 USD",435,75.0%,1522,"Alliance, Ohio",1522,"2,191",3321,University-of-Mount-Union,
University of Mount Olive,37%,"$38,100 USD",14:1,100%,"$14,654 USD",,50.5%,1361,"Mount Olive, North Carolina",1361,"3,371",3099,University-of-Mount-Olive,
University of Montevallo,45%,"$34,900 USD",16:1,91%,"$16,100 USD",,70.0%,1580,"Montevallo, Alabama",1580,"3,031",41,University-of-Montevallo,
University of Mobile,49%,"$35,000 USD",13:1,100%,"$20,214 USD",,60.5%,1477,"Mobile, Alabama",1477,"1,566",40,University-of-Mobile,
University of Missouri-St Louis,46%,"$40,000 USD",17:1,93%,"$8,158 USD",,75.9%,,"Saint Louis, Missouri",,"16,738",2367,University-of-Missouri-St-Louis,
University of Missouri-Kansas City,51%,"$43,700 USD",14:1,91%,"$14,197 USD",,62.7%,1815,"Kansas City, Missouri",1815,"16,685",2365,University-of-Missouri-Kansas-City,
University of Missouri-Columbia,70%,"$46,000 USD",20:1,83%,"$16,026 USD",307,78.1%,1770,"Columbia, Missouri",1770,"35,424",2364,University-of-Missouri-Columbia,
University of Mississippi,59%,"$40,500 USD",18:1,86%,"$14,918 USD",,78.7%,1642,"University, Mississippi",1642,"23,212",2265,University-of-Mississippi,
University of Minnesota-Twin Cities,75%,"$48,300 USD",17:1,79%,"$15,371 USD",121,44.6%,1940,"Minneapolis, Minnesota",1940,"50,678",2181,University-of-Minnesota-Twin-Cities,
University of Minnesota-Rochester,,"$48,300 USD",11:1,89%,"$16,702 USD",,27.5%,1695,"Rochester, Minnesota",1695,416,8231,University-of-Minnesota-Rochester,
University of Minnesota-Morris,63%,"$38,900 USD",12:1,93%,"$13,352 USD",292,59.8%,1710,"Morris, Minnesota",1710,"1,856",2190,University-of-Minnesota-Morris,
University of Minnesota-Duluth,59%,"$44,000 USD",17:1,86%,"$15,653 USD",,76.0%,1590,"Duluth, Minnesota",1590,"10,878",2189,University-of-Minnesota-Duluth,
University of Minnesota-Crookston,44%,"$39,100 USD",17:1,90%,"$12,592 USD",,76.8%,1440,"Crookston, Minnesota",1440,"2,823",2182,University-of-Minnesota-Crookston,
University of Michigan-Flint,38%,"$40,300 USD",15:1,93%,"$12,175 USD",,73.6%,1560,"Flint, Michigan",1560,"8,470",2091,University-of-Michigan-Flint,
University of Michigan-Dearborn,52%,"$45,600 USD",15:1,91%,"$11,382 USD",,62.3%,,"Dearborn, Michigan",,"9,066",2090,University-of-Michigan-Dearborn,
University of Michigan-Ann Arbor,90%,"$57,400 USD",12:1,61%,"$15,757 USD",32,26.3%,2080,"Ann Arbor, Michigan",2080,"43,651",2086,University-of-Michigan-Ann-Arbor,
University of Miami,82%,"$54,500 USD",12:1,85%,"$35,444 USD",125,37.8%,1925,"Coral Gables, Florida",1925,"16,825",897,University-of-Miami,
University of Memphis,44%,"$35,700 USD",14:1,97%,"$13,154 USD",,39.8%,1500,"Memphis, Tennessee",1500,"20,585",4016,University-of-Memphis,
University of Massachusetts-Lowell,54%,"$50,200 USD",17:1,91%,"$17,035 USD",405,56.8%,1800,"Lowell, Massachusetts",1800,"18,047",1944,University-of-Massachusetts-Lowell,
University of Massachusetts-Dartmouth,49%,"$45,900 USD",18:1,92%,"$15,489 USD",,76.3%,1515,"North Dartmouth, Massachusetts",1515,"8,916",2002,University-of-Massachusetts-Dartmouth,
University of Massachusetts-Boston,44%,"$46,000 USD",16:1,75%,"$10,980 USD",,69.1%,1582,"Boston, Massachusetts",1582,"17,030",1949,University-of-Massachusetts-Boston,
University of Massachusetts-Amherst,73%,"$49,300 USD",18:1,91%,"$19,109 USD",166,58.3%,1830,"Amherst, Massachusetts",1830,"29,269",1948,University-of-Massachusetts-Amherst,
University of Maryland-University College,3%,"$49,900 USD",22:1,64%,"$12,429 USD",,,,"Adelphi, Maryland",,,1837,University-of-Maryland-University-College,
University of Maryland-College Park,84%,"$60,500 USD",17:1,74%,"$14,697 USD",77,44.9%,1972,"College Park, Maryland",1972,"38,140",1840,University-of-Maryland-College-Park,
University of Maryland-Baltimore County,65%,"$53,700 USD",19:1,74%,"$14,741 USD",308,59.4%,1790,"Baltimore, Maryland",1790,"13,839",1839,University-of-Maryland-Baltimore-County,
"University of Maryland, Baltimore",,"$80,700 USD",7:1,,,,,,"Baltimore, Maryland",,,1838,University-of-Maryland-Baltimore,
University of Maryland Eastern Shore,32%,"$36,700 USD",15:1,93%,"$13,839 USD",,49.1%,1245,"Princess Anne, Maryland",1245,"4,465",1842,University-of-Maryland-Eastern-Shore,
University of Mary Washington,74%,"$48,500 USD",14:1,80%,"$19,864 USD",310,82.7%,1650,"Fredericksburg, Virginia",1650,"4,647",4392,University-of-Mary-Washington,
University of Mary Hardin-Baylor,47%,"$41,200 USD",19:1,96%,"$24,140 USD",,80.4%,1510,"Belton, Texas",1510,"3,898",4175,University-of-Mary-Hardin-Baylor,
University of Mary,5%,"$45,100 USD",13:1,100%,"$16,260 USD",,95.7%,1552,"Bismarck, North Dakota",1552,"2,872",3166,University-of-Mary,
University of Management and Technology,,,25:1,75%,"$12,801 USD",,,,"Arlington, Virginia",,,8002,University-of-Management-and-Technology,
University of Maine at Presque Isle,30%,"$28,400 USD",15:1,96%,"$10,595 USD",,77.1%,1387,"Presque Isle, Maine",1387,"1,289",1788,University-of-Maine-at-Presque-Isle,
University of Maine at Machias,31%,"$27,100 USD",12:1,100%,"$9,230 USD",,,1385,"Machias, Maine",1385,,1784,University-of-Maine-at-Machias,
University of Maine at Fort Kent,44%,"$31,300 USD",15:1,92%,"$13,037 USD",,89.3%,1320,"Fort Kent, Maine",1320,"1,559",1783,University-of-Maine-at-Fort-Kent,
University of Maine at Farmington,55%,"$33,300 USD",14:1,97%,"$14,522 USD",,83.4%,1522,"Farmington, Maine",1522,"2,016",1782,University-of-Maine-at-Farmington,
University of Maine at Augusta,12%,"$27,300 USD",16:1,89%,"$8,837 USD",,,,"Augusta, Maine",,,1781,University-of-Maine-at-Augusta,
University of Maine,56%,"$39,200 USD",16:1,95%,"$15,958 USD",,91.2%,1604,"Orono, Maine",1604,"10,922",1785,University-of-Maine,
University of Louisville,53%,"$38,500 USD",13:1,97%,"$15,981 USD",,71.7%,1650,"Louisville, Kentucky",1650,"21,294",1626,University-of-Louisville,
University of Louisiana at Monroe,40%,"$36,600 USD",21:1,96%,"$7,912 USD",,87.7%,1584,"Monroe, Louisiana",1584,"8,804",1722,University-of-Louisiana-at-Monroe,
University of Louisiana at Lafayette,45%,"$37,300 USD",23:1,95%,"$9,065 USD",,55.3%,1582,"Lafayette, Louisiana",1582,"17,508",1755,University-of-Louisiana-at-Lafayette,
University of La Verne,59%,"$50,200 USD",17:1,99%,"$24,462 USD",367,47.2%,1545,"La Verne, California",1545,"8,334",416,University-of-La-Verne,
University of Kentucky,60%,"$41,900 USD",17:1,94%,"$16,673 USD",,89.1%,1680,"Lexington, Kentucky",1680,"29,727",1619,University-of-Kentucky,
University of Kansas,62%,"$44,800 USD",16:1,83%,"$18,485 USD",,93.5%,,"Lawrence, Kansas",,"27,259",1548,University-of-Kansas,
University of Jamestown,51%,"$39,600 USD",13:1,100%,"$16,772 USD",,65.0%,1437,"Jamestown, North Dakota",1437,"1,005",3162,University-of-Jamestown,
University of Iowa,70%,"$49,100 USD",15:1,86%,"$14,558 USD",269,80.7%,1740,"Iowa City, Iowa",1740,"30,844",1466,University-of-Iowa,
University of Indianapolis,57%,"$41,400 USD",12:1,97%,"$22,407 USD",,73.4%,1505,"Indianapolis, Indiana",1505,"5,504",1369,University-of-Indianapolis,
University of Illinois at Urbana-Champaign,84%,"$56,600 USD",19:1,63%,"$16,841 USD",92,65.6%,2010,"Champaign, Illinois",2010,"45,842",1195,University-of-Illinois-at-Urbana-Champaign,
University of Illinois at Springfield,43%,"$42,600 USD",14:1,98%,"$12,308 USD",,63.1%,1549,"Springfield, Illinois",1549,"5,402",1283,University-of-Illinois-at-Springfield,
University of Illinois at Chicago,57%,"$51,100 USD",18:1,83%,"$11,494 USD",500,76.7%,1660,"Chicago, Illinois",1660,"29,048",1192,University-of-Illinois-at-Chicago,
University of Idaho,54%,"$39,700 USD",16:1,90%,"$13,709 USD",,72.1%,1555,"Moscow, Idaho",1555,"11,372",1109,University-of-Idaho,
University of Houston-Victoria,,"$38,300 USD",17:1,95%,"$10,882 USD",,53.2%,1363,"Victoria, Texas",1363,"4,152",4146,University-of-Houston-Victoria,
University of Houston-Downtown,14%,"$42,500 USD",20:1,82%,"$7,409 USD",,77.6%,1350,"Houston, Texas",1350,"14,262",4145,University-of-Houston-Downtown,
University of Houston-Clear Lake,,"$46,600 USD",16:1,73%,"$11,995 USD",,65.4%,1545,"Houston, Texas",1545,"8,906",4143,University-of-Houston-Clear-Lake,
University of Houston,48%,"$48,900 USD",21:1,86%,"$14,059 USD",,59.7%,1725,"Houston, Texas",1725,"42,704",4147,University-of-Houston,
